funcid,dim,milestone,error
6,10,1,3.627352e+01
6,10,2,3.199896e+01
6,10,3,3.083589e+01
6,10,5,3.017206e+01
6,10,10,2.998059e+01
6,10,20,2.990937e+01
6,10,30,2.989379e+01
6,10,40,2.988471e+01
6,10,50,2.987565e+01
6,10,60,2.986027e+01
6,10,70,2.985067e+01
6,10,80,2.462236e+01
6,10,90,2.439997e+01
6,10,100,2.438846e+01
6,10,1,3.980973e+01
6,10,2,3.840230e+01
6,10,3,3.824170e+01
6,10,5,3.808823e+01
6,10,10,3.805556e+01
6,10,20,3.801002e+01
6,10,30,2.337605e+01
6,10,40,2.214935e+01
6,10,50,2.158028e+01
6,10,60,2.083187e+01
6,10,70,1.524817e+01
6,10,80,1.458697e+01
6,10,90,1.449778e+01
6,10,100,1.409186e+01
6,10,1,3.525334e+01
6,10,2,3.279631e+01
6,10,3,3.261489e+01
6,10,5,3.167150e+01
6,10,10,3.046447e+01
6,10,20,2.990609e+01
6,10,30,2.955781e+01
6,10,40,2.924735e+01
6,10,50,2.783654e+01
6,10,60,2.745293e+01
6,10,70,2.742746e+01
6,10,80,2.740924e+01
6,10,90,2.740411e+01
6,10,100,2.739595e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.010552e+01
6,10,30,2.999507e+01
6,10,40,2.989341e+01
6,10,50,2.980868e+01
6,10,60,2.970363e+01
6,10,70,2.961624e+01
6,10,80,2.954582e+01
6,10,90,2.949327e+01
6,10,100,2.945376e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.008352e+01
6,10,30,2.987929e+01
6,10,40,2.977812e+01
6,10,50,2.966338e+01
6,10,60,2.953796e+01
6,10,70,2.946684e+01
6,10,80,2.942435e+01
6,10,90,2.935642e+01
6,10,100,2.931455e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.005580e+01
6,10,30,2.332210e+01
6,10,40,2.256044e+01
6,10,50,2.251403e+01
6,10,60,2.250891e+01
6,10,70,2.250864e+01
6,10,80,2.250733e+01
6,10,90,2.250692e+01
6,10,100,2.250665e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.002052e+01
6,10,30,2.989895e+01
6,10,40,2.983047e+01
6,10,50,2.976334e+01
6,10,60,2.967799e+01
6,10,70,2.960865e+01
6,10,80,2.954122e+01
6,10,90,2.946290e+01
6,10,100,2.941331e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.005580e+01
6,10,30,2.332210e+01
6,10,40,2.256044e+01
6,10,50,2.251403e+01
6,10,60,2.250891e+01
6,10,70,2.250864e+01
6,10,80,2.250733e+01
6,10,90,2.250692e+01
6,10,100,2.250665e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.005168e+01
6,10,30,2.995777e+01
6,10,40,2.986271e+01
6,10,50,2.980521e+01
6,10,60,2.970403e+01
6,10,70,2.964365e+01
6,10,80,2.960656e+01
6,10,90,2.952627e+01
6,10,100,2.942930e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.002052e+01
6,10,30,2.989895e+01
6,10,40,2.983047e+01
6,10,50,2.976334e+01
6,10,60,2.967799e+01
6,10,70,2.960865e+01
6,10,80,2.954122e+01
6,10,90,2.946290e+01
6,10,100,2.941331e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.005259e+01
6,10,30,2.994595e+01
6,10,40,2.987883e+01
6,10,50,2.979002e+01
6,10,60,2.969694e+01
6,10,70,2.959654e+01
6,10,80,2.953777e+01
6,10,90,2.946422e+01
6,10,100,2.940992e+01
6,10,1,3.176933e+01
6,10,2,3.107444e+01
6,10,3,3.080509e+01
6,10,5,3.045363e+01
6,10,10,3.023062e+01
6,10,20,3.002052e+01
6,10,30,2.989895e+01
6,10,40,2.983047e+01
6,10,50,2.976334e+01
6,10,60,2.967799e+01
6,10,70,2.960865e+01
6,10,80,2.954122e+01
6,10,90,2.946290e+01
6,10,100,2.941331e+01
