funcid,dim,milestone,error
11,10,1,1.041993e+03
11,10,2,4.834966e+02
11,10,3,3.933254e+02
11,10,5,2.629212e+02
11,10,10,7.392100e+01
11,10,20,4.238247e+01
11,10,30,2.572069e+01
11,10,40,2.204040e+01
11,10,50,2.188712e+01
11,10,60,2.184321e+01
11,10,70,2.183594e+01
11,10,80,2.183374e+01
11,10,90,2.183285e+01
11,10,100,2.183255e+01
11,10,1,2.199105e+02
11,10,2,2.065138e+02
11,10,3,1.613998e+02
11,10,5,1.387256e+02
11,10,10,8.878528e+01
11,10,1,6.719057e+02
11,10,2,4.782455e+02
11,10,3,3.855710e+02
11,10,5,1.957916e+02
11,10,10,1.192398e+02
11,10,20,9.995218e+01
11,10,30,9.028392e+01
11,10,40,8.053311e+01
11,10,50,7.247024e+01
11,10,60,6.111131e+01
11,10,70,5.344746e+01
11,10,80,5.023799e+01
11,10,90,4.780986e+01
11,10,100,4.695244e+01
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,2.339194e+01
11,10,20,1.253264e+01
11,10,30,9.048126e+00
11,10,40,8.556168e+00
11,10,50,8.384300e+00
11,10,60,8.379370e+00
11,10,70,8.376767e+00
11,10,80,8.369947e+00
11,10,90,8.365275e+00
11,10,100,8.355526e+00
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,2.794944e+01
11,10,20,1.807115e+01
11,10,30,1.079774e+01
11,10,40,8.515505e+00
11,10,50,8.343166e+00
11,10,60,8.266683e+00
11,10,70,8.239723e+00
11,10,80,8.234516e+00
11,10,90,8.230373e+00
11,10,100,8.203327e+00
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,2.794944e+01
11,10,20,2.277421e+01
11,10,30,1.758354e+01
11,10,40,1.431300e+01
11,10,50,1.332411e+01
11,10,60,1.272293e+01
11,10,70,1.257752e+01
11,10,80,1.241399e+01
11,10,90,1.229535e+01
11,10,100,1.218632e+01
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,2.257562e+01
11,10,20,9.342263e+00
11,10,30,8.524332e+00
11,10,40,8.335966e+00
11,10,50,8.303813e+00
11,10,60,8.295278e+00
11,10,70,8.280650e+00
11,10,80,8.273662e+00
11,10,90,8.270678e+00
11,10,100,8.255028e+00
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,3.110268e+01
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,2.794944e+01
11,10,1,1.059489e+02
11,10,2,8.592468e+01
11,10,3,7.388081e+01
11,10,5,5.790025e+01
11,10,10,3.352677e+01
