funcid,dim,milestone,error
13,10,1,1.076402e+04
13,10,2,1.076276e+04
13,10,3,1.076157e+04
13,10,5,1.075869e+04
13,10,10,1.075323e+04
13,10,20,1.072337e+04
13,10,30,1.070523e+04
13,10,40,1.066481e+04
13,10,50,1.061665e+04
13,10,60,1.061032e+04
13,10,70,1.058094e+04
13,10,80,1.057533e+04
13,10,90,1.052767e+04
13,10,100,1.050163e+04
13,10,1,1.262630e+03
13,10,2,1.262242e+03
13,10,3,1.260536e+03
13,10,5,1.260523e+03
13,10,10,1.260110e+03
13,10,20,1.259537e+03
13,10,30,1.259003e+03
13,10,40,1.257942e+03
13,10,50,1.256678e+03
13,10,60,1.256457e+03
13,10,70,1.256277e+03
13,10,80,1.256093e+03
13,10,90,1.255891e+03
13,10,100,1.255850e+03
13,10,1,9.058457e+04
13,10,2,1.369503e+04
13,10,3,1.334734e+04
13,10,5,1.334660e+04
13,10,10,1.334183e+04
13,10,20,1.330504e+04
13,10,30,1.327239e+04
13,10,40,1.324622e+04
13,10,50,1.314519e+04
13,10,60,1.302517e+04
13,10,70,1.294821e+04
13,10,80,1.280362e+04
13,10,90,1.278988e+04
13,10,100,1.277072e+04
13,10,1,9.058457e+04
13,10,2,1.369503e+04
13,10,3,1.334734e+04
13,10,5,1.334612e+04
13,10,10,1.333552e+04
13,10,20,1.320786e+04
13,10,30,1.318818e+04
13,10,40,1.317761e+04
13,10,50,1.307606e+04
13,10,60,1.305395e+04
13,10,70,1.299259e+04
13,10,80,1.291093e+04
13,10,90,1.276208e+04
13,10,100,1.272549e+04
13,10,1,9.058457e+04
13,10,2,1.369503e+04
13,10,3,1.334734e+04
13,10,5,1.334612e+04
13,10,10,1.333496e+04
13,10,20,1.322171e+04
13,10,30,1.320437e+04
13,10,40,1.317247e+04
13,10,50,1.316023e+04
13,10,60,1.314789e+04
13,10,70,1.309792e+04
13,10,80,1.308508e+04
13,10,90,1.305227e+04
13,10,100,1.290630e+04
13,10,1,9.058457e+04
13,10,2,1.369503e+04
13,10,3,1.334734e+04
13,10,5,1.333222e+04
13,10,10,1.332421e+04
13,10,20,1.330985e+04
13,10,30,1.327750e+04
13,10,40,1.324131e+04
13,10,50,1.322837e+04
13,10,60,1.318102e+04
13,10,70,1.316532e+04
13,10,80,1.312760e+04
13,10,90,1.297891e+04
13,10,100,1.292974e+04
