funcid,dim,milestone,error
22,10,1,3.020807e+02
22,10,2,2.419449e+02
22,10,3,2.055224e+02
22,10,5,1.989297e+02
22,10,10,1.400452e+02
22,10,20,1.153529e+02
22,10,30,1.152336e+02
22,10,40,1.152114e+02
22,10,50,1.151950e+02
22,10,60,1.151920e+02
22,10,70,1.151894e+02
22,10,80,1.151873e+02
22,10,90,1.151806e+02
22,10,100,1.151799e+02
22,10,1,4.906588e+02
22,10,2,3.350787e+02
22,10,3,1.784994e+02
22,10,5,1.624363e+02
22,10,10,1.284565e+02
22,10,20,8.066484e+01
22,10,30,7.559064e+01
22,10,40,7.535248e+01
22,10,50,5.912918e+01
22,10,60,5.819374e+01
22,10,70,5.772637e+01
22,10,80,5.736630e+01
22,10,90,5.733711e+01
22,10,100,5.726269e+01
22,10,1,4.906588e+02
22,10,2,3.350787e+02
22,10,3,1.784994e+02
22,10,5,1.624363e+02
22,10,10,1.311259e+02
22,10,20,1.241374e+02
22,10,30,7.463860e+01
22,10,40,5.493631e+01
22,10,50,5.249156e+01
22,10,60,5.225740e+01
22,10,70,5.222297e+01
22,10,80,5.220105e+01
22,10,90,5.220084e+01
22,10,100,5.220051e+01
