funcid,dim,milestone,error
26,10,1,1.104643e+03
26,10,2,1.019032e+03
26,10,3,1.013111e+03
26,10,5,1.005974e+03
26,10,10,8.295927e+02
26,10,20,6.792888e+02
26,10,30,6.187794e+02
26,10,40,5.273261e+02
26,10,50,4.395438e+02
26,10,60,4.098248e+02
26,10,70,3.878387e+02
26,10,80,3.554188e+02
26,10,90,3.158983e+02
26,10,100,3.009062e+02
26,10,1,9.539699e+02
26,10,2,9.064992e+02
26,10,3,7.809787e+02
26,10,5,5.245701e+02
26,10,10,3.729444e+02
26,10,20,2.944314e+02
26,10,30,2.462188e+02
26,10,40,2.383953e+02
26,10,50,2.258527e+02
26,10,60,2.107118e+02
26,10,70,2.072512e+02
26,10,80,2.061287e+02
26,10,90,2.057725e+02
26,10,100,2.050631e+02
26,10,1,9.539699e+02
26,10,2,9.064992e+02
26,10,3,7.809787e+02
26,10,5,5.245701e+02
26,10,10,3.729444e+02
26,10,20,2.500569e+02
26,10,30,2.100171e+02
26,10,40,2.016964e+02
26,10,50,2.005590e+02
26,10,60,2.001839e+02
26,10,70,2.001153e+02
26,10,80,2.000982e+02
26,10,90,2.000636e+02
26,10,100,2.000586e+02
