funcid,dim,milestone,error
28,10,1,7.334258e+02
28,10,2,6.142254e+02
28,10,3,5.192630e+02
28,10,5,4.616947e+02
28,10,10,4.116554e+02
28,10,20,3.705559e+02
28,10,30,3.315374e+02
28,10,40,3.066095e+02
28,10,50,3.015155e+02
28,10,60,3.004934e+02
28,10,70,3.001055e+02
28,10,80,3.000119e+02
28,10,90,3.000064e+02
28,10,100,3.000035e+02
28,10,1,8.336841e+02
28,10,2,8.290443e+02
28,10,3,8.253963e+02
28,10,5,8.228540e+02
28,10,10,7.940331e+02
28,10,20,7.484772e+02
28,10,30,7.158353e+02
28,10,40,4.770892e+02
28,10,50,4.097362e+02
28,10,60,3.781858e+02
28,10,70,3.753384e+02
28,10,80,3.681723e+02
28,10,90,3.645283e+02
28,10,100,3.630000e+02
28,10,1,8.336841e+02
28,10,2,8.290443e+02
28,10,3,8.253963e+02
28,10,5,8.228540e+02
28,10,10,7.940331e+02
28,10,20,7.282281e+02
28,10,30,6.706335e+02
28,10,40,4.557748e+02
28,10,50,4.005040e+02
28,10,60,3.603423e+02
28,10,70,3.450731e+02
28,10,80,3.127288e+02
28,10,90,3.076319e+02
28,10,100,3.017738e+02
