funcid,dim,milestone,error
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.178790e+03
10,10,2,2.178790e+03
10,10,3,2.178790e+03
10,10,5,1.959639e+03
10,10,10,1.959639e+03
10,10,20,1.760326e+03
10,10,30,1.558119e+03
10,10,40,1.558119e+03
10,10,50,1.558119e+03
10,10,60,1.558119e+03
10,10,70,1.558119e+03
10,10,80,1.558119e+03
10,10,90,1.558119e+03
10,10,100,1.558119e+03
10,10,1,2.088118e+03
10,10,2,1.795653e+03
10,10,3,1.795653e+03
10,10,5,1.795653e+03
10,10,10,1.795653e+03
10,10,20,1.795653e+03
10,10,30,1.492648e+03
10,10,40,1.492648e+03
10,10,50,1.279085e+03
10,10,60,1.279085e+03
10,10,70,1.279085e+03
10,10,80,1.279085e+03
10,10,90,1.279085e+03
10,10,100,1.279085e+03
10,10,1,2.025062e+03
10,10,2,2.025062e+03
10,10,3,2.025062e+03
10,10,5,2.025062e+03
10,10,10,1.977848e+03
10,10,20,1.710483e+03
10,10,30,1.710483e+03
10,10,40,1.710483e+03
10,10,50,1.710483e+03
10,10,60,1.633971e+03
10,10,70,1.633971e+03
10,10,80,1.633971e+03
10,10,90,1.573183e+03
10,10,100,1.573183e+03
10,10,1,2.256719e+03
10,10,2,2.256719e+03
10,10,3,1.826450e+03
10,10,5,1.826450e+03
10,10,10,1.826450e+03
10,10,20,1.806070e+03
10,10,30,1.806070e+03
10,10,40,1.806070e+03
10,10,50,1.729207e+03
10,10,60,1.634726e+03
10,10,70,1.385737e+03
10,10,80,1.385737e+03
10,10,90,1.385737e+03
10,10,100,1.385737e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
10,10,1,2.396614e+03
10,10,2,1.804339e+03
10,10,3,1.804339e+03
10,10,5,1.804339e+03
10,10,10,1.804339e+03
10,10,20,1.785592e+03
10,10,30,1.400779e+03
10,10,40,1.400779e+03
10,10,50,1.400779e+03
10,10,60,1.400779e+03
10,10,70,1.400779e+03
10,10,80,1.400779e+03
10,10,90,1.400779e+03
10,10,100,1.400779e+03
