funcid,dim,milestone,error
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.823097e+03
26,10,2,1.823097e+03
26,10,3,1.668024e+03
26,10,5,1.062737e+03
26,10,10,1.062737e+03
26,10,20,9.493751e+02
26,10,30,9.493751e+02
26,10,40,9.493751e+02
26,10,50,9.493751e+02
26,10,60,9.493751e+02
26,10,70,9.493751e+02
26,10,80,8.124666e+02
26,10,90,8.124666e+02
26,10,100,8.124666e+02
26,10,1,1.720457e+03
26,10,2,1.720457e+03
26,10,3,1.086081e+03
26,10,5,1.086081e+03
26,10,10,9.810873e+02
26,10,20,9.810873e+02
26,10,30,9.810873e+02
26,10,40,8.713351e+02
26,10,50,8.713351e+02
26,10,60,8.713351e+02
26,10,70,8.713351e+02
26,10,80,8.713351e+02
26,10,90,8.713351e+02
26,10,100,8.713351e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
26,10,1,1.373937e+03
26,10,2,1.092497e+03
26,10,3,1.041362e+03
26,10,5,9.197084e+02
26,10,10,9.197084e+02
26,10,20,9.197084e+02
26,10,30,7.315587e+02
26,10,40,7.315587e+02
26,10,50,7.315587e+02
26,10,60,7.315587e+02
26,10,70,7.315587e+02
26,10,80,7.315587e+02
26,10,90,7.315587e+02
26,10,100,7.315587e+02
