funcid,dim,milestone,error
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,2.343173e+03
11,10,2,2.210215e+03
11,10,3,2.210215e+03
11,10,5,7.225106e+02
11,10,10,4.534465e+02
11,10,20,4.534465e+02
11,10,30,4.234234e+02
11,10,40,4.234234e+02
11,10,50,4.234234e+02
11,10,60,4.234234e+02
11,10,70,4.234234e+02
11,10,80,4.234234e+02
11,10,90,4.234234e+02
11,10,100,2.513274e+02
11,10,1,1.390532e+03
11,10,2,1.390532e+03
11,10,3,1.390532e+03
11,10,5,1.390532e+03
11,10,10,1.390532e+03
11,10,20,7.787090e+02
11,10,30,6.165605e+02
11,10,40,6.165605e+02
11,10,50,6.165605e+02
11,10,60,6.165605e+02
11,10,70,4.500068e+02
11,10,80,4.500068e+02
11,10,90,4.400671e+02
11,10,100,4.400671e+02
11,10,1,2.180684e+03
11,10,2,2.180684e+03
11,10,3,2.730292e+02
11,10,5,2.730292e+02
11,10,10,2.730292e+02
11,10,20,2.730292e+02
11,10,30,2.730292e+02
11,10,40,2.730292e+02
11,10,50,2.730292e+02
11,10,60,2.730292e+02
11,10,70,2.730292e+02
11,10,80,2.730292e+02
11,10,90,2.730292e+02
11,10,100,2.730292e+02
11,10,1,3.785001e+03
11,10,2,1.518252e+03
11,10,3,1.381104e+03
11,10,5,1.381104e+03
11,10,10,1.381104e+03
11,10,20,7.613122e+02
11,10,30,7.106070e+02
11,10,40,7.106070e+02
11,10,50,6.638611e+02
11,10,60,6.638611e+02
11,10,70,6.638611e+02
11,10,80,6.638611e+02
11,10,90,6.274265e+02
11,10,100,3.336252e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
11,10,1,1.463562e+03
11,10,2,1.463562e+03
11,10,3,1.463562e+03
11,10,5,1.463562e+03
11,10,10,1.340266e+03
11,10,20,4.369190e+02
11,10,30,4.369190e+02
11,10,40,4.369190e+02
11,10,50,4.369190e+02
11,10,60,4.369190e+02
11,10,70,4.369190e+02
11,10,80,4.029834e+02
11,10,90,4.029834e+02
11,10,100,4.029834e+02
