funcid,dim,milestone,error
3,10,1,2.892309e+04
3,10,2,2.610048e+04
3,10,3,2.610048e+04
3,10,5,2.462698e+04
3,10,10,1.857913e+04
3,10,20,1.857913e+04
3,10,30,8.238384e+03
3,10,40,8.238384e+03
3,10,50,8.238384e+03
3,10,60,8.238384e+03
3,10,70,8.238384e+03
3,10,80,8.238384e+03
3,10,90,8.238384e+03
3,10,100,8.238384e+03
3,10,1,4.377912e+04
3,10,2,2.821442e+04
3,10,3,1.386549e+04
3,10,5,1.386549e+04
3,10,10,1.386549e+04
3,10,20,1.374074e+04
3,10,30,1.374074e+04
3,10,40,1.374074e+04
3,10,50,9.659463e+03
3,10,60,9.659463e+03
3,10,70,9.659463e+03
3,10,80,9.659463e+03
3,10,90,9.659463e+03
3,10,100,9.659463e+03
3,10,1,1.873274e+04
3,10,2,1.873274e+04
3,10,3,1.873274e+04
3,10,5,1.873274e+04
3,10,10,1.703448e+04
3,10,1,2.452184e+04
3,10,2,1.749872e+04
3,10,3,1.749872e+04
3,10,5,1.749872e+04
3,10,10,1.749872e+04
3,10,20,1.749872e+04
3,10,30,4.535370e+03
3,10,40,4.535370e+03
3,10,50,4.535370e+03
3,10,60,4.535370e+03
3,10,70,4.535370e+03
3,10,80,4.535370e+03
3,10,90,4.535370e+03
3,10,100,4.535370e+03
3,10,1,5.417714e+04
3,10,2,2.954991e+04
3,10,3,2.954991e+04
3,10,5,1.009883e+04
3,10,10,1.009883e+04
3,10,20,1.009883e+04
3,10,30,1.009883e+04
3,10,40,1.009883e+04
3,10,50,1.009883e+04
3,10,60,1.009883e+04
3,10,70,1.009883e+04
3,10,1,3.943973e+04
3,10,2,2.789023e+04
3,10,3,2.706371e+04
3,10,5,2.706371e+04
3,10,10,2.594494e+04
3,10,20,2.295440e+04
3,10,30,1.014873e+04
3,10,40,1.014873e+04
3,10,50,1.014873e+04
3,10,60,1.014873e+04
3,10,70,1.014873e+04
3,10,80,1.014873e+04
3,10,90,9.611289e+03
3,10,100,9.611289e+03
3,10,1,3.692629e+04
3,10,2,2.966338e+04
3,10,3,2.966338e+04
