funcid,dim,milestone,error
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,9.283383e+01
8,10,2,9.283383e+01
8,10,3,8.642804e+01
8,10,5,8.498548e+01
8,10,10,8.263087e+01
8,10,20,8.263087e+01
8,10,30,8.263087e+01
8,10,40,8.263087e+01
8,10,50,8.263087e+01
8,10,60,8.263087e+01
8,10,70,8.263087e+01
8,10,80,7.523839e+01
8,10,90,7.523839e+01
8,10,100,7.523839e+01
8,10,1,1.040752e+02
8,10,2,9.754356e+01
8,10,3,9.658097e+01
8,10,5,9.658097e+01
8,10,10,9.087555e+01
8,10,20,7.840397e+01
8,10,30,7.701954e+01
8,10,40,7.701954e+01
8,10,50,7.123524e+01
8,10,60,7.123524e+01
8,10,70,5.769854e+01
8,10,80,5.769854e+01
8,10,90,5.769854e+01
8,10,100,5.769854e+01
8,10,1,8.935069e+01
8,10,2,8.935069e+01
8,10,3,8.935069e+01
8,10,5,8.935069e+01
8,10,10,8.935069e+01
8,10,20,6.814551e+01
8,10,30,6.814551e+01
8,10,40,6.814551e+01
8,10,50,6.814551e+01
8,10,60,6.814551e+01
8,10,70,6.814551e+01
8,10,80,6.814551e+01
8,10,90,6.814551e+01
8,10,100,6.814551e+01
8,10,1,9.361862e+01
8,10,2,9.361862e+01
8,10,3,9.361862e+01
8,10,5,9.361862e+01
8,10,10,8.235247e+01
8,10,20,7.220453e+01
8,10,30,7.220453e+01
8,10,40,7.220453e+01
8,10,50,7.024488e+01
8,10,60,7.024488e+01
8,10,70,6.331748e+01
8,10,80,6.331748e+01
8,10,90,6.331748e+01
8,10,100,6.331748e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
8,10,1,1.038606e+02
8,10,2,1.038606e+02
8,10,3,1.038606e+02
8,10,5,9.412467e+01
8,10,10,8.916734e+01
8,10,20,7.257350e+01
8,10,30,7.257350e+01
8,10,40,7.257350e+01
8,10,50,7.257350e+01
8,10,60,6.715972e+01
8,10,70,6.715972e+01
8,10,80,6.715972e+01
8,10,90,6.715972e+01
8,10,100,6.715972e+01
