funcid,dim,milestone,error
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,6.200945e+01
6,10,2,6.200945e+01
6,10,3,6.200945e+01
6,10,5,4.171278e+01
6,10,10,4.171278e+01
6,10,20,4.171278e+01
6,10,30,4.171278e+01
6,10,40,4.171278e+01
6,10,50,4.171278e+01
6,10,60,4.171278e+01
6,10,70,4.128791e+01
6,10,80,4.128791e+01
6,10,90,4.128791e+01
6,10,100,2.200945e+01
6,10,1,7.258241e+01
6,10,2,5.736677e+01
6,10,3,5.736677e+01
6,10,5,5.736677e+01
6,10,10,5.736677e+01
6,10,20,3.792011e+01
6,10,30,3.792011e+01
6,10,40,3.792011e+01
6,10,50,3.772123e+01
6,10,60,3.772123e+01
6,10,70,3.772123e+01
6,10,80,3.772123e+01
6,10,90,3.772123e+01
6,10,100,3.772123e+01
6,10,1,7.396295e+01
6,10,2,5.010790e+01
6,10,3,5.010790e+01
6,10,5,5.010790e+01
6,10,10,5.010790e+01
6,10,20,4.010697e+01
6,10,30,4.010697e+01
6,10,40,4.010697e+01
6,10,50,4.010697e+01
6,10,60,4.010697e+01
6,10,1,6.101422e+01
6,10,2,6.101422e+01
6,10,3,6.101422e+01
6,10,5,5.376138e+01
6,10,10,4.174526e+01
6,10,20,4.174526e+01
6,10,30,4.174526e+01
6,10,40,4.174526e+01
6,10,50,4.174526e+01
6,10,60,4.174526e+01
6,10,70,4.174526e+01
6,10,80,4.174526e+01
6,10,90,4.174526e+01
6,10,100,4.174526e+01
6,10,1,6.035666e+01
6,10,2,6.035666e+01
6,10,3,4.803621e+01
6,10,5,4.803621e+01
6,10,10,4.803621e+01
6,10,20,4.610997e+01
6,10,30,4.610997e+01
6,10,40,3.964096e+01
6,10,50,3.964096e+01
6,10,60,3.964096e+01
6,10,70,3.964096e+01
6,10,80,3.964096e+01
6,10,90,3.964096e+01
6,10,100,3.964096e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
6,10,1,7.134697e+01
6,10,2,5.152437e+01
6,10,3,5.152437e+01
6,10,5,5.152437e+01
6,10,10,4.697615e+01
6,10,20,4.697615e+01
6,10,30,4.697615e+01
6,10,40,4.697615e+01
6,10,50,4.697615e+01
6,10,60,4.697615e+01
6,10,70,4.697615e+01
6,10,80,4.697615e+01
6,10,90,4.697615e+01
6,10,100,3.956600e+01
