funcid,dim,milestone,error
28,10,1,7.612392e+02
28,10,2,7.612392e+02
28,10,3,7.612392e+02
28,10,5,7.612392e+02
28,10,10,7.612392e+02
28,10,20,7.612392e+02
28,10,30,6.554702e+02
28,10,40,6.554702e+02
28,10,50,6.554702e+02
28,10,60,6.554702e+02
28,10,70,6.406317e+02
28,10,80,6.406317e+02
28,10,90,6.406317e+02
28,10,100,6.406317e+02
