funcid,dim,milestone,error
30,10,1,4.092390e+07
30,10,2,2.435618e+07
30,10,3,2.435618e+07
30,10,5,8.828633e+05
30,10,10,8.828633e+05
30,10,20,8.828633e+05
30,10,30,8.828633e+05
30,10,40,8.828633e+05
30,10,50,8.828633e+05
30,10,60,8.828633e+05
30,10,70,8.828633e+05
30,10,80,8.828633e+05
30,10,90,8.828633e+05
30,10,100,8.828633e+05
