funcid,dim,milestone,error
12,10,1,3.891770e+08
12,10,2,3.891770e+08
12,10,3,3.891770e+08
12,10,5,3.094108e+08
12,10,10,3.094108e+08
12,10,20,3.094108e+08
12,10,30,3.094108e+08
12,10,40,3.094108e+08
12,10,50,1.531538e+08
12,10,60,1.531538e+08
12,10,70,1.531538e+08
12,10,80,1.165173e+08
12,10,90,1.165173e+08
12,10,100,1.165173e+08
